Resource ID,Dataset Name,Description,Dataset URL,Attribution,Dataset Type,Update Frequency,Department Name,Program Name,Spatial Information,Strategic Area,Dataset Updated Date,Dataset Created Date,Metadata Last Updated Date,Data Last Updated Date,Publication Date,Download Count,Page Views Last Week,Page Views Last Month,Page Views Total,Row Count,Cover Image URL,Automation Method,Automation Method Other,Owner Display Name,Tags,Is Public
x9ef-t4wh,TPWstat: Mobility Bonds Expenses Summary,"Monthly Summary statistics of spending across 2016, 2018, and 2020 mobility bonds.",https://datahub.austintexas.gov/d/x9ef-t4wh,,filter,,Transportation and Public Works,,,,04/08/2025 11:31:42 AM,02/09/2024 04:45:07 PM,04/08/2025 11:31:42 AM,11/20/2024 09:15:27 AM,02/09/2024 04:45:57 PM,1,1,1,57,,,,,transportation.data@austintexas.gov,"tpw_bond_dashboard, tpwstat",false
aaxm-wc67,Test - Shared Micromobility Vehicle Trips (2018-2020),"This is a dataset used for testing purposes and is under construction.

The published public version is here: https://data.austintexas.gov/Transportation-and-Mobility/Shared-Micromobility-Vehicle-Trips-2018-2022-/7d8e-dm7r/about_data",https://datahub.austintexas.gov/d/aaxm-wc67,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Data and Technology Services Division,None.,Mobility,04/08/2025 11:35:28 AM,03/01/2020 10:56:55 PM,04/08/2025 11:35:28 AM,08/31/2020 06:08:02 AM,03/02/2020 02:36:14 PM,2,0,0,54,"9,329,518",,Manual,,transportation.data@austintexas.gov,"bikes, micromobility, mobility, moped, scooter, test, tpw, transportation and public works, trip, trips",false
njwq-x6u6,311 Service Requests Flex Notes: Transportation and Public Works,Individual flex note questions and answers for 3-1-1 service requests.,https://datahub.austintexas.gov/d/njwq-x6u6,,dataset,Daily,Transportation and Public Works,Data and Technology Services,,,04/11/2025 02:44:34 AM,02/14/2024 11:54:30 AM,04/08/2025 11:31:42 AM,04/11/2025 02:44:34 AM,02/15/2024 10:29:24 AM,1,1,4,55,"1,477,590",,SodaPY,,transportation.data@austintexas.gov,,false
fwsr-gb9r,Road Closures and Incidents Feed,"This dataset contains information about road closures and incidents in Austin, Texas. This feed is maintained by the City of Austin <a href='http://www.austintexas.gov/department/arterial-management'>Traffic Management Center</a> and is published as a JSON file that meets the <a href='https://blog.waze.com/p/blog-page_19.html'>Waze Closure and Incident Feed Specifications</a>. This information is also available as a <a href='https://data.austintexas.gov/dataset/Road-Closures-and-Incidents-Tabluar-/aki2-nu5c'>tabular dataset</a>.",https://datahub.austintexas.gov/d/fwsr-gb9r,"City of Austin, Texas - data.austintexas.gov",file,Not updated/Historical,Transportation and Public Works,Data and Technology Services Division,,,04/08/2025 11:31:44 AM,06/18/2017 10:29:30 AM,04/08/2025 11:31:44 AM,06/18/2017 10:29:30 AM,06/18/2017 10:29:30 AM,27,1,1,51,,,Manual,,transportation.data@austintexas.gov,"incidents, mobility, road closures, transportation",false
xqch-4mgk,M.A.2.b and M.A.5.b,Internal draft dataset,https://datahub.austintexas.gov/d/xqch-4mgk,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:31:49 AM,06/29/2021 10:35:46 AM,04/08/2025 11:31:49 AM,07/23/2021 09:35:00 AM,07/14/2021 04:27:17 PM,0,0,0,1,"15,472",,Manual,,transportation.data@austintexas.gov,,false
rrww-ybw6,Bond Dashboard: All Bonds Expenses,"Data for the Bond dashboard containing expenses for the 2020, 2018, and 2016 bonds.",https://datahub.austintexas.gov/d/rrww-ybw6,,dataset,Daily,Transportation and Public Works,Project Delivery,,,04/08/2025 11:31:50 AM,02/20/2023 02:46:49 PM,04/08/2025 11:31:50 AM,11/20/2024 09:15:27 AM,02/20/2023 02:49:53 PM,1,0,0,45,"512,890",,SodaPY,,transportation.data@austintexas.gov,tpw_bond_dashboard,false
t46d-qjbi,M.A.5.b Average vehicle travel time along major City corridors,This data set can be used to gain insight into the changes in average vehicle travel time along major City corridors.,https://datahub.austintexas.gov/d/t46d-qjbi,"City of Austin, Texas - data.austintexas.gov",measure,Annually,Transportation and Public Works,,,,04/08/2025 11:31:52 AM,06/29/2021 11:27:10 AM,04/08/2025 11:31:52 AM,06/29/2021 11:27:10 AM,08/25/2021 01:26:30 PM,0,1,1,2,,,Manual,,transportation.data@austintexas.gov,"austin transportation department, city of austin, transportation",false
vs3t-h2aj,2020 Bond Dashboard: Current Fiscal Year Expenses,Used for creating the 2020 bond dashboard for ATD.,https://datahub.austintexas.gov/d/vs3t-h2aj,,dataset,Daily,Transportation and Public Works,Project Delivery,,,04/08/2025 11:31:55 AM,02/20/2023 01:57:18 PM,04/08/2025 11:31:55 AM,11/20/2024 09:14:11 AM,02/20/2023 02:00:15 PM,2,0,0,40,"336,165",,Python,,transportation.data@austintexas.gov,tpw_bond_dashboard,false
gb78-y2pd,Vision Zero - Crash - mobility project lookup table | development version,"-- 
-- This dataset is for development + testing
-- The prod version is https://datahub.austintexas.gov/Transportation-and-Mobility/Vision-Zero-Crash-mobility-project-lookup-table/usmd-qtb9/about_data
---

This dataset is used to join Vision Zero crash records to mobility project records, so that they can be used in further analysis. The records are joined by selecting crashes whose locations fall within 40-feet of a project. 

This data is not meant to be useful for analysis on its own, but rather an intermediary step for linking and conducting analyses between crash records and mobility project records.",https://datahub.austintexas.gov/d/gb78-y2pd,City of Austin Transportation & Public Works Dept,dataset,Daily,Transportation and Public Works,Data & Technology Services,,,04/08/2025 11:31:56 AM,11/11/2024 12:30:11 PM,04/08/2025 11:31:56 AM,12/02/2024 09:15:12 AM,11/11/2024 12:43:03 PM,0,0,0,39,"512,972",,Python,,transportation.data@austintexas.gov,vision zero,false
jji9-2k5d,Street Sign Specifications,"This dataset contains records of street sign specifications submitted by technicians from June 2018 to present for the purpose of installing and maintaining street signs in the City of Austin full purpose jurisdiction. This work is managed by the Signs & Markings division of the Austin Transportation and Public Works Department.

You may also be interested in these related datasets, which can be joined together using the work order ID columns:
- Street Signs Work Orders: https://data.austintexas.gov/Transportation-and-Mobility/Street-Sign-Work-Orders/ivss-na93
- Signs and Markings Time Logs: https://data.austintexas.gov/dataset/Work-Order-Signs-Markings-Time-Logs/qvth-gwdv
- Roadway Sign Assets: https://data.austintexas.gov/Transportation-and-Mobility/Roadway-Sign-Assets/ggnk-3ykn",https://datahub.austintexas.gov/d/jji9-2k5d,TPW Data & Technology Services,dataset,Daily,Transportation and Public Works,Signs and Markings,,Mobility,04/11/2025 01:35:50 AM,11/09/2023 09:44:28 AM,04/08/2025 11:31:58 AM,04/11/2025 01:35:50 AM,12/29/2023 02:50:53 PM,1,0,0,37,"249,323",,REST API,,transportation.data@austintexas.gov,"signs and markings, traffic, traffic signs, transportation",false
ixp8-cuh9,TPW Department Expenses,"WORK IN PROGRESS

Expenses reports from Microstrategy by month for the Transportation and Public works Department.",https://datahub.austintexas.gov/d/ixp8-cuh9,,dataset,,Transportation and Public Works,Finance,,,04/10/2025 11:07:24 AM,08/16/2023 11:20:10 AM,04/08/2025 11:31:59 AM,04/10/2025 11:07:24 AM,09/07/2023 03:58:09 PM,1,0,0,36,"140,448",,,,transportation.data@austintexas.gov,,false
hukg-ea95,TPWstat: Percent of unstriped streets striped within 30 days (SBO work orders only),Percent of work orders completed on-time (within 30 days) for Signs & Markings. For work subtypes: Overlay or Sealcoat. For Workgroups: SBO and ATSD. Excludes on-old and cancelled work orders. Calculated by month.,https://datahub.austintexas.gov/d/hukg-ea95,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 11:31:01 AM,02/08/2024 02:27:58 PM,04/08/2025 11:32:02 AM,04/10/2025 11:31:01 AM,02/08/2024 03:50:19 PM,3,1,1,36,,,,,transportation.data@austintexas.gov,tpwstat,false
j9p3-9u87,Traffic Signal Network Device Status Log (development pipeline version),"This is a development instance used for testing our ETL pipeline.
For production, see resource pj7k-98z2",https://datahub.austintexas.gov/d/j9p3-9u87,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Arterial Management Division,,,04/08/2025 11:32:03 AM,11/12/2021 11:55:21 AM,04/08/2025 11:32:03 AM,07/26/2023 12:18:00 PM,12/13/2021 01:02:26 PM,0,0,0,9,"9,231",,SodaPy,,transportation.data@austintexas.gov,,false
vz34-kwdc,School Zone Beacon Zones - COA,"This dataset contains information about school zone beacon signal zones in the city of Austin, Texas. The data is maintained by the Austin Transportation and Public Works Department's Arterial Management Division and is updated daily.

See related dataset School Zone Beacons 
https://data.austintexas.gov/Transportation-and-Mobility/School-Zone-Beacons/mzsm-hucz/about_data

If you have questions about this data, please contact transportation.data@austintexas.gov",https://datahub.austintexas.gov/d/vz34-kwdc,TPW Arterial Management / TPW Data & Technology Services,dataset,Daily,Transportation and Public Works,,,Mobility,04/10/2025 05:25:34 AM,02/21/2024 04:55:27 PM,04/08/2025 11:32:06 AM,04/10/2025 05:25:34 AM,03/19/2025 12:48:13 PM,0,0,10,31,178,,,,transportation.data@austintexas.gov,"school zone line, transportation, transportation and public works",false
jmrn-zjnc,Transportation Public Works 3-1-1 Service Requests with Council Districts,3-1-1 service requests for the transportation public works department with the council district each CSR is in.,https://datahub.austintexas.gov/d/jmrn-zjnc,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 02:50:28 AM,06/12/2024 11:19:11 AM,04/08/2025 11:32:13 AM,04/10/2025 02:50:28 AM,06/12/2024 11:20:15 AM,1,0,7,30,,,,,transportation.data@austintexas.gov,,false
dpa8-wm75,M.A.2.b - Vehicle Travel Time Reliability: percent difference between predicted and actual average travel time,Internal story,https://datahub.austintexas.gov/d/dpa8-wm75,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,Office of Performance Management,,,09/06/2020 02:46:01 PM,09/06/2020 02:34:05 PM,04/08/2025 11:32:10 AM,09/06/2020 02:46:01 PM,09/06/2020 02:35:34 PM,0,1,1,28,,,Manual,,transportation.data@austintexas.gov,,false
avb5-j8hq,TPWStat: Speciality Point Markings Conditions,The current condition of point pavement markings. Does not include raised pavement markings or parking.,https://datahub.austintexas.gov/d/avb5-j8hq,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 12:14:50 PM,02/22/2024 12:07:33 PM,04/08/2025 11:32:14 AM,04/10/2025 12:14:50 PM,02/22/2024 12:08:52 PM,0,1,1,29,,,,,transportation.data@austintexas.gov,tpwstat,false
g939-dyvz,Traffic Detectors Weekly Archive,"A weekly archive of the traffic detector data: https://data.austintexas.gov/Transportation-and-Mobility/Traffic-Detectors/qpuw-8eeb/about_data

Used for performance measurement (such as % working detectors)",https://datahub.austintexas.gov/d/g939-dyvz,Arterial Management Division,dataset,Weekly,Transportation and Public Works,Data and Technology Services,,,04/08/2025 11:32:16 AM,11/19/2024 03:08:27 PM,04/08/2025 11:32:16 AM,04/07/2025 01:01:50 AM,11/19/2024 03:14:42 PM,0,0,0,27,"119,215",,SodaPY,,transportation.data@austintexas.gov,"tpw, detectors, traffic, traffic signals",false
9ufs-k2md,2020 Bond Dashboard - Transportation and Public Works Bonds Metadata,"This dataset lists the bond metadata providing groupings in Transportation and Public Works department.

This data is currently used for the Power BI ""2020 Bond Dashboard"" used in the Austin Transportation and Public Works department. The internal link to the Power BI report is: https://app.powerbigov.us/links/JEoSaXVmsi?ctid=5c5e19f6-a6ab-4b45-b1d0-be4608a9a67f&pbi_source=linkShare

Related datasets used in the dashboard include:
2020 Bond Dashboard - Previous Fiscal Year Summary Table: https://datahub.austintexas.gov/Budget-and-Finance/2020-Bond-Dashboard-Previous-Fiscal-Year-Summary-T/5ewg-ssu3/about_data",https://datahub.austintexas.gov/d/9ufs-k2md,"City of Austin, Texas - data.austintexas.gov",dataset,Daily,Transportation and Public Works,Data and Technology Services division,None.,Mobility,04/08/2025 11:32:18 AM,02/09/2024 02:11:28 PM,04/08/2025 11:32:18 AM,11/20/2024 09:15:34 AM,02/13/2024 12:24:59 PM,0,0,0,27,34,,SodaPY,,transportation.data@austintexas.gov,"tpw, bond, bonds, dashboard, subprogram, metadata, program, transportation and public works, spending",false
x2us-mcf7,2020 Bond Dashboard: FDU Metadata,Metadata for FDUs and subprojects for the 2020 bond dashboard. This is used for filtering.,https://datahub.austintexas.gov/d/x2us-mcf7,,dataset,Daily,Transportation and Public Works,Project Delivery,No,Government That Works for All,04/08/2025 11:32:19 AM,05/11/2023 10:34:47 AM,04/08/2025 11:32:19 AM,09/04/2024 09:13:53 AM,05/11/2023 10:36:24 AM,0,0,0,26,609,,SodaPY,test,transportation.data@austintexas.gov,"tpw, tpw_bond_dashboard",false
gsf8-rvpa,M.A.2.b and M.A.5.b Updated,"This dataset supports measure M.A.2.b and M.A.5.b of SD 2023. The source of the data is the anonymized travel time data provided by the third party vendor INRIX. 

Each row represents a transportation metric, either a Buffer Time Index, Planning Time Index, Travel Time, or Travel Time Index for all critical arterial corridors on weekdays for each year. 

View more details and insights related to:

M.A.2.b measure on the story page: https://data.austintexas.gov/stories/s/M-A-2-b_Vehicle-Travel-Time-Reliability-how-consis/m5qg-vzb9/

M.A.5.b measure on the story page: https://data.austintexas.gov/stories/s/9f4v-kau2",https://datahub.austintexas.gov/d/gsf8-rvpa,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:32:23 AM,08/16/2021 02:53:22 PM,04/08/2025 11:32:23 AM,08/16/2021 02:56:29 PM,08/16/2021 02:59:57 PM,0,0,0,0,"1,304",,Manual,,transportation.data@austintexas.gov,"austin transportation department, city of austin, transportation",false
vz5j-8n8f,Traffic Control Plan Submission Reviews,Traffic Control Plan (TCP) submissions that have been or in the process of being reviewed by the Austin Transportation Department's Right-Of-Way Management Division.,https://datahub.austintexas.gov/d/vz5j-8n8f,,dataset,Daily,Transportation and Public Works,Right of Way Management,,,04/10/2025 07:15:33 AM,03/29/2023 01:46:06 PM,04/08/2025 11:32:26 AM,04/10/2025 07:15:33 AM,03/29/2023 01:50:40 PM,0,0,0,23,"69,486",,SodaPY,,transportation.data@austintexas.gov,,false
gtq8-np9d,TPWstat: Traffic Signal Issues Reported by CSR,Count of the number of CSRs by month by issue type for traffic signals. Does not include SRs marked as duplicate.,https://datahub.austintexas.gov/d/gtq8-np9d,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 02:50:28 AM,02/14/2024 12:56:54 PM,04/08/2025 11:32:32 AM,04/10/2025 02:50:28 AM,02/14/2024 12:58:55 PM,1,1,1,23,,,,,transportation.data@austintexas.gov,tpwstat,false
nt54-hvix,Street Centerlines with ROW Inspector Zones,Street segments tagged by ROW inspector zone and DAPCZ zone.,https://datahub.austintexas.gov/d/nt54-hvix,,dataset,Daily,Transportation and Public Works,,,,04/11/2025 03:01:21 AM,01/15/2025 11:38:34 AM,04/08/2025 11:32:27 AM,04/11/2025 03:01:21 AM,01/15/2025 11:57:58 AM,0,0,0,23,"67,680",,Python,,transportation.data@austintexas.gov,"street segments, right of way",false
u7hs-jkrb,SD23_VZ,Internal dataset; historical and not updated,https://datahub.austintexas.gov/d/u7hs-jkrb,"City of Austin, Texas - data.austintexas.gov",dataset,Not updated/Historical,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:32:31 AM,03/09/2020 10:48:18 AM,04/08/2025 11:32:31 AM,03/17/2020 08:43:34 AM,03/17/2020 08:39:56 AM,0,0,0,21,"2,694",,Manual,,transportation.data@austintexas.gov,,false
b79e-xmej,Percentage of Crashes resulting in fatalities or serious injuries caused by top contributing behaviors,Internal chart,https://datahub.austintexas.gov/d/b79e-xmej,"City of Austin, Texas - data.austintexas.gov",chart,As needed,Transportation and Public Works,,,,04/08/2025 01:05:30 PM,09/19/2020 05:55:29 PM,04/08/2025 01:05:30 PM,04/28/2023 01:29:15 PM,09/21/2020 09:57:49 AM,0,4,4,18,,,Manual,,transportation.data@austintexas.gov,,false
p5mi-kzhb,Bluetooth Travel Sensors - Individual Address Files (IAFs) UT-CTR TEST,"This dataset contains information about Bluetooth devices detected by our Bluetooth travel sensors. Each record contains a detected device’s anonymized Media Access Control (MAC) address along with the time and location the device was detected. These records alone are not traffic data but can be post-processed to measure the movement of detected devices through the roadway network


How does the City of Austin use the Bluetooth travel sensor data?
The data enables transportation engineers to better understand short and long-term trends in Austin’s traffic patterns, supporting decisions about systems planning and traffic signal timing.

What information does the data contain?
The sensor data is available in three datasets:

Individual Address Records ( https://data.austintexas.gov/dataset/Bluetooth-Travel-Sensors-Individual-Addresses/qnpj-zrb9/data )
Each row in this dataset represents a Bluetooth device that was detected by one of our sensors. Each record contains a detected device’s anonymized Media Access Control (MAC) address along with the time and location the device was detected. These records alone are not traffic data but can be post-processed to measure the movement of detected devices through the roadway network

Individual Traffic Matches ( https://data.austintexas.gov/dataset/Bluetooth-Travel-Sensors-Individual-Traffic-Matche/x44q-icha/data )
Each row in this dataset represents one Bluetooth enabled device that detected at two locations in the roadway network. Each record contains a detected device’s anonymized Media Access Control (MAC) address along with contain information about origin and destination points at which the device was detected, as well the time, date, and distance traveled. 

Traffic Summary Records ( https://data.austintexas.gov/dataset/Bluetooth-Travel-Sensors-Match-Summary-Records/v7zg-5jg9 )
The traffic summary records contain aggregate travel time and speed summaries based on the individual traffic match records. Each row in the dataset summarizes average travel time and speed along a sensor-equipped roadway segment in 15 minute intervals. 

Does this data contain personally identifiable information?
No. The Media Access Control (MAC) addresses in these datasets are randomly generated.",https://datahub.austintexas.gov/d/p5mi-kzhb,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Arterial Management Division,,,04/08/2025 11:32:34 AM,05/07/2019 10:30:44 AM,04/08/2025 11:32:34 AM,07/15/2019 09:52:27 AM,05/07/2019 02:42:45 PM,0,0,0,21,"2,775,517",,Manual,,transportation.data@austintexas.gov,"bluetooth, mobility, traffic, transit, transportation, travel sensors, travel time",false
dn92-udpe,Parking Violation CSR Types - Last 30 Days,CSRs for Parking Violation enforcement with the type reported,https://datahub.austintexas.gov/d/dn92-udpe,"City of Austin, Texas - data.austintexas.gov",map,,Transportation and Public Works,,,,04/10/2025 02:50:28 AM,03/27/2024 10:48:28 AM,04/08/2025 11:32:41 AM,04/10/2025 02:50:28 AM,03/27/2024 01:13:14 PM,0,1,1,21,,,,,transportation.data@austintexas.gov,,false
ncjh-w8c9,OLD DRAFT - Strategic Measure - M.A.2.a - Transit Travel Time Reliability: percent change in MetroBus on-time performance,View more details and insights related to this measure on the story page: https://data.austintexas.gov/stories/s/M-A-2-a-Transit-Travel-Time-Reliability-percent-ch/ktzy-fxx3/,https://datahub.austintexas.gov/d/ncjh-w8c9,"City of Austin, Texas - data.austintexas.gov",dataset,Not updated/Historical,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:32:42 AM,09/04/2020 09:03:50 AM,04/08/2025 11:32:42 AM,09/08/2020 01:48:49 PM,09/08/2020 01:48:49 PM,0,0,0,19,8,,Manual,,transportation.data@austintexas.gov,"austin, capmetro",false
cavh-ec9p,Right of Way Inspector Permit Priority Scoring,Permits from AMANDA with a priority score for inspection.,https://datahub.austintexas.gov/d/cavh-ec9p,,dataset,Daily,Transportation and Public Works,Data and Technology Services,,,04/11/2025 03:01:43 AM,12/02/2024 12:13:02 PM,04/08/2025 11:32:44 AM,04/11/2025 03:01:43 AM,04/01/2025 05:45:10 PM,0,0,8,20,"2,938",,SodaPY,,transportation.data@austintexas.gov,,false
e3b7-kndw,2020 Bond Dashboard: Subproject Appropriation and Budget,Details on subproject budget and appropriation for the 2020 bond dashboard.,https://datahub.austintexas.gov/d/e3b7-kndw,,dataset,Daily,Transportation and Public Works,Project Delivery,,,04/08/2025 11:35:32 AM,05/11/2023 10:28:55 AM,04/08/2025 11:35:32 AM,09/06/2023 09:25:24 AM,05/11/2023 10:31:07 AM,0,0,0,20,324,,SodaPY,,transportation.data@austintexas.gov,tpw_bond_dashboard,false
5ntc-52kf,TEST Story Map Focus Issue - CLASSIC,Internal test story,https://datahub.austintexas.gov/d/5ntc-52kf,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,Data and Technology Services Division,,,11/28/2022 05:40:09 PM,11/28/2022 05:01:54 PM,04/08/2025 11:32:46 AM,11/28/2022 05:40:09 PM,11/28/2022 05:03:50 PM,0,2,2,10,,,Manual,,transportation.data@austintexas.gov,,false
n39a-qs5x,TPW Department Revenue,"WORK IN PROGRESS

Monthly revenue reports exported from Microstrategy for the Transportation and Public Works Department.",https://datahub.austintexas.gov/d/n39a-qs5x,,dataset,,Transportation and Public Works,Finance,,,04/10/2025 11:07:27 AM,08/16/2023 11:50:12 AM,04/08/2025 11:32:47 AM,04/10/2025 11:07:27 AM,09/07/2023 03:48:46 PM,1,0,0,19,"19,763",,,,transportation.data@austintexas.gov,,false
7zku-gjac,M.A.2.b Vehicle Travel Time Reliability (2017-2019),This is an internal dataset used to measure Vehicle Travel Time Reliability as part of the strategic measures (M.A.2.b). The calculation uses the percent difference between predicted and actual average travel time.,https://datahub.austintexas.gov/d/7zku-gjac,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Office of Performance Management,Corridor name lists street name.,Mobility,04/08/2025 11:32:49 AM,09/06/2020 04:51:19 PM,04/08/2025 11:32:49 AM,09/06/2020 04:54:56 PM,09/06/2020 04:54:57 PM,0,0,0,17,114,,Manual,,transportation.data@austintexas.gov,"tpw, opm, transportation and public works, office of performance",false
bek3-sdgd,Land Development Engineering Revisions,Land Development Engineering (LDE) permit revisions. Sourced from AMANDA.,https://datahub.austintexas.gov/d/bek3-sdgd,,dataset,Daily,Transportation and Public Works,Data & Tech Services,,,04/11/2025 02:02:22 AM,08/16/2024 02:04:44 PM,04/08/2025 11:32:51 AM,04/11/2025 02:02:22 AM,08/29/2024 03:56:19 PM,1,0,7,19,"8,626",,SodaPY,,transportation.data@austintexas.gov,,false
5ewg-ssu3,2020 Bond Dashboard - Previous Fiscal Year Summary Table,"This dataset shows a summary of expenses for the fiscal month and year in Transportation and Public Works (TPW).  The source of the data comes from the ECOMBS internal city website.

This data is currently used for the Power BI ""2020 Bond Dashboard"" used in the Austin Transportation and Public Works department. The internal link to the Power BI report is: https://app.powerbigov.us/links/JEoSaXVmsi?ctid=5c5e19f6-a6ab-4b45-b1d0-be4608a9a67f&pbi_source=linkShare

Related datasets used in the dashboard include:
2020 Bond Dashboard - Transportation and Public Works Bonds Metadata: https://datahub.austintexas.gov/Budget-and-Finance/2020-Bond-Dashboard-Transportation-and-Public-Work/9ufs-k2md/about_data",https://datahub.austintexas.gov/d/5ewg-ssu3,"City of Austin, Texas - data.austintexas.gov",dataset,Daily,Transportation and Public Works,Project Delivery,None,Government That Works for All,04/08/2025 11:32:54 AM,02/20/2023 02:54:23 PM,04/08/2025 11:32:54 AM,11/20/2024 09:15:33 AM,02/20/2023 02:55:41 PM,0,0,0,18,369,,SodaPY,,transportation.data@austintexas.gov,"tpw, bond, dashboard, bonds, expenses, baseline",false
f92y-ynjf,DRAFT_VZ_SD2023_MD1,Draft,https://datahub.austintexas.gov/d/f92y-ynjf,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:32:56 AM,08/30/2020 04:44:48 PM,04/08/2025 11:32:56 AM,08/30/2020 05:06:27 PM,08/30/2020 05:04:26 PM,0,0,0,14,5,,Manual,,transportation.data@austintexas.gov,,false
2zms-x3x7,Street and Bridge Maximo 311 Service Requests,This dataset contains the Street and Bridge Division's 311 customer service requests (CSRs) as reported through the Maximo Application. Updated daily.,https://datahub.austintexas.gov/d/2zms-x3x7,,dataset,,Transportation and Public Works,,,Mobility,04/08/2025 11:32:57 AM,03/19/2025 05:01:16 PM,04/08/2025 11:32:57 AM,04/03/2025 10:25:22 AM,04/03/2025 10:14:16 AM,0,0,16,16,"46,149",,,,transportation.data@austintexas.gov,"311, csr, service requests, street and bridge operations, transport, transportation and public works",false
8zqc-e7tz,Street Sign Assets,"This dataset contains records of street sign assets installed and maintained from June 2018 to present. Any signs installed or maintained before June 2018 was collected by a vendor (Roadway Asset Services) in November 2021. 

Currently, this dataset is undergoing review QA/QC. As a result around 150k records are not included in this dataset. Every effort has been made to provide information of this dataset, but as this is still undergoing data QA/QC there is no guarantee on the accuracy of this information.",https://datahub.austintexas.gov/d/8zqc-e7tz,Signs and Markings,dataset,Daily,Transportation and Public Works,Signs and Markings,"Latitude, Longitude",,04/08/2025 11:35:33 AM,09/25/2023 02:58:45 PM,04/08/2025 11:35:33 AM,09/27/2023 02:59:21 PM,09/27/2023 05:22:46 PM,0,0,0,15,"150,484",,FME,,transportation.data@austintexas.gov,"signs, traffic, street, stop, poles",false
arae-ym9d,License Agreement Permit Review Timelines,Key times during the review of license agreements. Retrieved from AMANDA. Work in progress.,https://datahub.austintexas.gov/d/arae-ym9d,,dataset,,Transportation and Public Works,,,,04/11/2025 02:01:58 AM,06/04/2024 10:17:14 AM,04/08/2025 11:32:59 AM,04/11/2025 02:01:58 AM,06/04/2024 10:20:22 AM,0,0,0,15,"1,934",,,,transportation.data@austintexas.gov,,false
d3zy-twyf,TPWstat: Vision Zero Statistics by Year and Mode,"A view of the Vision Zero crash dataset with summary statistics by year and mode.,",https://datahub.austintexas.gov/d/d3zy-twyf,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 04:04:56 AM,02/02/2024 02:08:51 PM,04/08/2025 11:32:40 AM,04/10/2025 04:04:56 AM,02/02/2024 02:16:38 PM,0,1,1,15,,,,,transportation.data@austintexas.gov,tpwstat,false
mswv-f5xe,"Parking Transactions Summary by Date, hour, and Zone",A view of the parking transactions dataset which groups the transactions by meter ID or zone ID and date.,https://datahub.austintexas.gov/d/mswv-f5xe,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/08/2025 11:33:05 AM,03/04/2024 12:06:37 PM,04/08/2025 11:33:05 AM,04/08/2025 09:55:39 AM,03/04/2024 12:07:30 PM,0,0,0,14,,,,,transportation.data@austintexas.gov,,false
54m9-2xkn,M.A.2.b and M.A.5.b - All Corridors,Internal draft view,https://datahub.austintexas.gov/d/54m9-2xkn,"City of Austin, Texas - data.austintexas.gov",filter,As needed,Transportation and Public Works,,,,04/08/2025 01:05:34 PM,08/19/2021 12:07:15 PM,04/08/2025 01:05:34 PM,08/16/2021 02:56:29 PM,08/25/2021 12:12:59 PM,0,1,1,2,,,Manual,,transportation.data@austintexas.gov,,false
